subjects,number_student,rooms,num_seat,day,section
23,21,10,21,1,1
2,31,1,31,1,1
3,32,3,32,1,1
11,37,4,37,1,1
20,37,5,37,1,1
10,40,2,42,1,1
41,40,9,47,1,1
9,39,12,49,1,1
47,20,10,21,1,2
5,28,11,28,1,2
8,30,8,30,1,2
7,31,1,31,1,2
57,37,4,37,1,2
1,36,5,37,1,2
15,39,2,42,1,2
49,39,7,49,1,2
33,38,12,49,1,2
52,20,10,21,1,3
24,24,6,24,1,3
25,28,11,28,1,3
14,30,8,30,1,3
12,31,1,31,1,3
17,32,3,32,1,3
39,36,4,37,1,3
55,36,5,37,1,3
58,36,2,42,1,3
28,35,9,47,1,3
32,35,7,49,1,3
51,35,12,49,1,3
19,30,8,30,1,4
18,31,1,31,1,4
26,32,3,32,1,4
4,34,4,37,1,4
21,34,5,37,1,4
29,34,2,42,1,4
56,34,9,47,1,4
13,33,7,49,1,4
16,33,12,49,1,4
36,22,6,24,2,1
27,31,1,31,2,1
37,32,2,42,2,1
46,32,7,49,2,1
48,32,12,49,2,1
60,22,6,24,2,2
43,28,11,28,2,2
6,29,8,30,2,2
35,31,1,31,2,2
53,32,3,32,2,2
40,31,4,37,2,2
50,31,5,37,2,2
59,31,2,42,2,2
45,29,7,49,2,2
54,28,12,49,2,2
22,27,3,32,2,3
31,27,4,37,2,3
44,27,5,37,2,3
34,26,2,42,2,3
30,25,9,47,2,3
38,25,7,49,2,3
42,25,12,49,2,3
