subjects,number_student,rooms,num_seat,day,section
16,36,1,36,1,1
11,35,3,36,1,1
12,40,2,41,1,1
5,33,3,36,1,2
10,37,2,41,1,2
6,32,1,36,1,3
8,32,2,41,1,3
1,31,1,36,1,4
7,30,3,36,1,4
15,30,2,41,1,4
2,29,1,36,2,1
13,27,3,36,2,1
9,26,2,41,2,1
14,26,3,36,2,2
3,25,2,41,2,2
4,23,3,36,2,3
