subjects,number_student,rooms,num_seat,day,section
28,22,6,22,1,1
49,24,2,24,1,1
30,30,1,30,1,1
17,29,4,30,1,1
22,31,5,31,1,1
1,40,10,41,1,1
13,40,3,44,1,1
11,39,7,47,1,1
44,21,6,22,1,2
35,23,2,24,1,2
26,29,1,30,1,2
34,29,4,30,1,2
40,31,5,31,1,2
6,37,9,37,1,2
14,39,10,41,1,2
42,39,3,44,1,2
47,39,7,47,1,2
10,20,2,24,1,3
37,29,1,30,1,3
41,29,4,30,1,3
46,31,5,31,1,3
23,37,9,37,1,3
36,38,10,41,1,3
12,36,3,44,1,3
16,36,7,47,1,3
21,20,6,22,1,4
31,20,2,24,1,4
43,29,1,30,1,4
48,29,4,30,1,4
2,28,5,31,1,4
39,36,9,37,1,4
19,35,8,40,1,4
25,34,10,41,1,4
8,28,1,30,2,1
15,28,4,30,2,1
9,27,5,31,2,1
45,34,9,37,2,1
50,34,8,40,2,1
29,33,10,41,2,1
5,32,3,44,2,1
18,32,7,47,2,1
32,20,6,22,2,2
3,26,4,30,2,2
4,26,5,31,2,2
20,32,9,37,2,2
33,32,10,41,2,2
7,26,3,44,2,2
38,26,7,47,2,2
24,25,1,30,2,3
27,25,4,30,2,3
